Peak_ID	Cons_Repeat_Groups	Max_Cons_Repeats
SRR2062968_terra_peak_9879	0	1
SRR2062968_terra_peak_9878	0	1
SRR2062968_terra_peak_9871	0	1
SRR2062968_terra_peak_9851	0	1
SRR2062968_terra_peak_9843	0	1
SRR2062968_terra_peak_9820	0	1
SRR2062968_terra_peak_9797	0	1
SRR2062968_terra_peak_9784	0	1
SRR2062968_terra_peak_9782	0	1
SRR2062968_terra_peak_9737	0	1
SRR2062968_terra_peak_9736	0	1
SRR2062968_terra_peak_9731	0	1
SRR2062968_terra_peak_97	0	1
SRR2062968_terra_peak_9694	0	1
SRR2062968_terra_peak_9674	0	1
SRR2062968_terra_peak_9648	0	1
SRR2062968_terra_peak_9641	0	1
SRR2062968_terra_peak_9594	0	1
SRR2062968_terra_peak_9591	0	1
SRR2062968_terra_peak_9577	0	1
SRR2062968_terra_peak_9576	0	1
SRR2062968_terra_peak_9566	0	1
SRR2062968_terra_peak_956	0	1
SRR2062968_terra_peak_9558	0	1
SRR2062968_terra_peak_9554	0	1
SRR2062968_terra_peak_9534	0	1
SRR2062968_terra_peak_9533	0	1
SRR2062968_terra_peak_9490	0	1
SRR2062968_terra_peak_9471	0	1
SRR2062968_terra_peak_9466	0	1
SRR2062968_terra_peak_9440	0	1
SRR2062968_terra_peak_9429	0	1
SRR2062968_terra_peak_9413	0	1
SRR2062968_terra_peak_9391	0	1
SRR2062968_terra_peak_9371	0	1
SRR2062968_terra_peak_9367	0	1
SRR2062968_terra_peak_9361	0	1
SRR2062968_terra_peak_9342	0	1
SRR2062968_terra_peak_931	0	1
SRR2062968_terra_peak_9303	0	1
SRR2062968_terra_peak_9267	0	1
SRR2062968_terra_peak_9264	0	1
SRR2062968_terra_peak_9254	0	1
SRR2062968_terra_peak_925	0	1
SRR2062968_terra_peak_9236	0	1
SRR2062968_terra_peak_9232	0	1
SRR2062968_terra_peak_9206	0	1
SRR2062968_terra_peak_9195	0	1
SRR2062968_terra_peak_9190	0	1
SRR2062968_terra_peak_9179	0	1
SRR2062968_terra_peak_9168	0	1
SRR2062968_terra_peak_916	0	1
SRR2062968_terra_peak_9157	0	1
SRR2062968_terra_peak_9155	0	1
SRR2062968_terra_peak_914	0	1
SRR2062968_terra_peak_9128	0	1
SRR2062968_terra_peak_9119	0	1
SRR2062968_terra_peak_9079	0	1
SRR2062968_terra_peak_9006	0	1
SRR2062968_terra_peak_8986	0	1
SRR2062968_terra_peak_8969	0	1
SRR2062968_terra_peak_8961	0	1
SRR2062968_terra_peak_8954	0	1
SRR2062968_terra_peak_8928	0	1
SRR2062968_terra_peak_8899	0	1
SRR2062968_terra_peak_8894	0	1
SRR2062968_terra_peak_8893	0	1
SRR2062968_terra_peak_8874	0	1
SRR2062968_terra_peak_8871	0	1
SRR2062968_terra_peak_8853	0	1
SRR2062968_terra_peak_8829	0	1
SRR2062968_terra_peak_8794	0	1
SRR2062968_terra_peak_8790	0	1
SRR2062968_terra_peak_8789	0	1
SRR2062968_terra_peak_8772	0	1
SRR2062968_terra_peak_8742	0	1
SRR2062968_terra_peak_8740	0	1
SRR2062968_terra_peak_8724	0	1
SRR2062968_terra_peak_8689	0	1
SRR2062968_terra_peak_8677	0	1
SRR2062968_terra_peak_8675	0	1
SRR2062968_terra_peak_867	0	1
SRR2062968_terra_peak_8657	0	1
SRR2062968_terra_peak_8639	0	1
SRR2062968_terra_peak_8629	0	1
SRR2062968_terra_peak_860	0	1
SRR2062968_terra_peak_8595	0	1
SRR2062968_terra_peak_8575	0	1
SRR2062968_terra_peak_8570	0	1
SRR2062968_terra_peak_8557	0	1
SRR2062968_terra_peak_8528	0	1
SRR2062968_terra_peak_8527	0	1
SRR2062968_terra_peak_8507	0	1
SRR2062968_terra_peak_8481	0	1
SRR2062968_terra_peak_846	0	1
SRR2062968_terra_peak_8455	0	1
SRR2062968_terra_peak_8430	0	1
SRR2062968_terra_peak_843	0	1
SRR2062968_terra_peak_8419	0	1
SRR2062968_terra_peak_8404	0	1
SRR2062968_terra_peak_840	0	1
SRR2062968_terra_peak_8377	0	1
SRR2062968_terra_peak_8365	0	1
SRR2062968_terra_peak_8361	0	1
SRR2062968_terra_peak_8345	0	1
SRR2062968_terra_peak_8315	0	1
SRR2062968_terra_peak_8300	0	1
SRR2062968_terra_peak_8296	0	1
SRR2062968_terra_peak_8287	0	1
SRR2062968_terra_peak_8286	0	1
SRR2062968_terra_peak_8257	0	1
SRR2062968_terra_peak_8251	0	1
SRR2062968_terra_peak_8249	0	1
SRR2062968_terra_peak_8243	0	1
SRR2062968_terra_peak_8241	0	1
SRR2062968_terra_peak_8239	0	1
SRR2062968_terra_peak_82	0	1
SRR2062968_terra_peak_8193	0	1
SRR2062968_terra_peak_8169	0	1
SRR2062968_terra_peak_8156	0	1
SRR2062968_terra_peak_8060	0	1
SRR2062968_terra_peak_8055	0	1
SRR2062968_terra_peak_8040	0	1
SRR2062968_terra_peak_8023	0	1
SRR2062968_terra_peak_8020	0	1
SRR2062968_terra_peak_8009	0	1
SRR2062968_terra_peak_8006	0	1
SRR2062968_terra_peak_797	0	1
SRR2062968_terra_peak_7968	0	1
SRR2062968_terra_peak_7967	0	1
SRR2062968_terra_peak_7961	0	1
SRR2062968_terra_peak_796	0	1
SRR2062968_terra_peak_7946	0	1
SRR2062968_terra_peak_7942	0	1
SRR2062968_terra_peak_7922	0	1
SRR2062968_terra_peak_7881	0	1
SRR2062968_terra_peak_7876	0	1
SRR2062968_terra_peak_7856	0	1
SRR2062968_terra_peak_7827	0	1
SRR2062968_terra_peak_7820	0	1
SRR2062968_terra_peak_782	0	1
SRR2062968_terra_peak_7806	0	1
SRR2062968_terra_peak_7783	0	1
SRR2062968_terra_peak_7772	0	1
SRR2062968_terra_peak_7762	0	1
SRR2062968_terra_peak_7746	0	1
SRR2062968_terra_peak_7736	0	1
SRR2062968_terra_peak_7727	0	1
SRR2062968_terra_peak_7712	0	1
SRR2062968_terra_peak_7674	0	1
SRR2062968_terra_peak_7669	0	1
SRR2062968_terra_peak_7659	0	1
SRR2062968_terra_peak_7658	0	1
SRR2062968_terra_peak_7648	0	1
SRR2062968_terra_peak_7637	0	1
SRR2062968_terra_peak_7635	0	1
SRR2062968_terra_peak_7618	0	1
SRR2062968_terra_peak_7594	0	1
SRR2062968_terra_peak_7583	0	1
SRR2062968_terra_peak_7581	0	1
SRR2062968_terra_peak_7572	0	1
SRR2062968_terra_peak_7570	0	1
SRR2062968_terra_peak_7568	0	1
SRR2062968_terra_peak_7554	0	1
SRR2062968_terra_peak_7552	0	1
SRR2062968_terra_peak_7541	0	1
SRR2062968_terra_peak_7538	0	1
SRR2062968_terra_peak_7533	0	1
SRR2062968_terra_peak_7527	0	1
SRR2062968_terra_peak_7524	0	1
SRR2062968_terra_peak_7521	0	1
SRR2062968_terra_peak_7518	0	1
SRR2062968_terra_peak_7514	0	1
SRR2062968_terra_peak_7512	0	1
SRR2062968_terra_peak_7509	0	1
SRR2062968_terra_peak_7504	0	1
SRR2062968_terra_peak_7498	0	1
SRR2062968_terra_peak_7495	0	1
SRR2062968_terra_peak_7483	0	1
SRR2062968_terra_peak_7481	0	1
SRR2062968_terra_peak_7427	0	1
SRR2062968_terra_peak_7400	0	1
SRR2062968_terra_peak_7383	0	1
SRR2062968_terra_peak_7374	0	1
SRR2062968_terra_peak_7366	0	1
SRR2062968_terra_peak_7360	0	1
SRR2062968_terra_peak_7356	0	1
SRR2062968_terra_peak_7350	0	1
SRR2062968_terra_peak_7345	0	1
SRR2062968_terra_peak_7343	0	1
SRR2062968_terra_peak_7342	0	1
SRR2062968_terra_peak_7327	0	1
SRR2062968_terra_peak_7319	0	1
SRR2062968_terra_peak_7315	0	1
SRR2062968_terra_peak_7311	0	1
SRR2062968_terra_peak_7288	0	1
SRR2062968_terra_peak_7286	0	1
SRR2062968_terra_peak_7276	0	1
SRR2062968_terra_peak_7270	0	1
SRR2062968_terra_peak_7260	0	1
SRR2062968_terra_peak_7255	0	1
SRR2062968_terra_peak_7254	0	1
SRR2062968_terra_peak_7250	0	1
SRR2062968_terra_peak_7245	0	1
SRR2062968_terra_peak_7244	0	1
SRR2062968_terra_peak_7239	0	1
SRR2062968_terra_peak_7233	0	1
SRR2062968_terra_peak_7229	0	1
SRR2062968_terra_peak_7214	0	1
SRR2062968_terra_peak_7203	0	1
SRR2062968_terra_peak_7174	0	1
SRR2062968_terra_peak_7141	0	1
SRR2062968_terra_peak_7140	0	1
SRR2062968_terra_peak_7102	0	1
SRR2062968_terra_peak_7100	0	1
SRR2062968_terra_peak_7092	0	1
SRR2062968_terra_peak_7066	0	1
SRR2062968_terra_peak_705	0	1
SRR2062968_terra_peak_7026	0	1
SRR2062968_terra_peak_700	0	1
SRR2062968_terra_peak_6922	0	1
SRR2062968_terra_peak_6884	0	1
SRR2062968_terra_peak_6862	0	1
SRR2062968_terra_peak_6829	0	1
SRR2062968_terra_peak_6823	0	1
SRR2062968_terra_peak_6821	0	1
SRR2062968_terra_peak_6793	0	1
SRR2062968_terra_peak_6778	0	1
SRR2062968_terra_peak_676	0	1
SRR2062968_terra_peak_6753	0	1
SRR2062968_terra_peak_6725	0	1
SRR2062968_terra_peak_6711	0	1
SRR2062968_terra_peak_6694	0	1
SRR2062968_terra_peak_6654	0	1
SRR2062968_terra_peak_6653	0	1
SRR2062968_terra_peak_6639	0	1
SRR2062968_terra_peak_6632	0	1
SRR2062968_terra_peak_6621	0	1
SRR2062968_terra_peak_6602	0	1
SRR2062968_terra_peak_6587	0	1
SRR2062968_terra_peak_6572	0	1
SRR2062968_terra_peak_6541	0	1
SRR2062968_terra_peak_6538	0	1
SRR2062968_terra_peak_6529	0	1
SRR2062968_terra_peak_6505	0	1
SRR2062968_terra_peak_6495	0	1
SRR2062968_terra_peak_6465	0	1
SRR2062968_terra_peak_6456	0	1
SRR2062968_terra_peak_6422	0	1
SRR2062968_terra_peak_6397	0	1
SRR2062968_terra_peak_6384	0	1
SRR2062968_terra_peak_6373	0	1
SRR2062968_terra_peak_6372	0	1
SRR2062968_terra_peak_6362	0	1
SRR2062968_terra_peak_6360	0	1
SRR2062968_terra_peak_6346	0	1
SRR2062968_terra_peak_6340	0	1
SRR2062968_terra_peak_6326	0	1
SRR2062968_terra_peak_632	0	1
SRR2062968_terra_peak_6261	0	1
SRR2062968_terra_peak_6258	0	1
SRR2062968_terra_peak_6237	0	1
SRR2062968_terra_peak_6224	0	1
SRR2062968_terra_peak_6192	0	1
SRR2062968_terra_peak_6151	0	1
SRR2062968_terra_peak_6139	0	1
SRR2062968_terra_peak_613	0	1
SRR2062968_terra_peak_6125	0	1
SRR2062968_terra_peak_61	0	1
SRR2062968_terra_peak_6080	0	1
SRR2062968_terra_peak_6073	0	1
SRR2062968_terra_peak_6050	0	1
SRR2062968_terra_peak_6048	0	1
SRR2062968_terra_peak_6029	0	1
SRR2062968_terra_peak_602	0	1
SRR2062968_terra_peak_6011	0	1
SRR2062968_terra_peak_601	0	1
SRR2062968_terra_peak_596	0	1
SRR2062968_terra_peak_5922	0	1
SRR2062968_terra_peak_5891	0	1
SRR2062968_terra_peak_5843	0	1
SRR2062968_terra_peak_5842	0	1
SRR2062968_terra_peak_5838	0	1
SRR2062968_terra_peak_5827	0	1
SRR2062968_terra_peak_5808	0	1
SRR2062968_terra_peak_5772	0	1
SRR2062968_terra_peak_5767	0	1
SRR2062968_terra_peak_5746	0	1
SRR2062968_terra_peak_5739	0	1
SRR2062968_terra_peak_5711	0	1
SRR2062968_terra_peak_5698	0	1
SRR2062968_terra_peak_5657	0	1
SRR2062968_terra_peak_5596	0	1
SRR2062968_terra_peak_5595	0	1
SRR2062968_terra_peak_5590	0	1
SRR2062968_terra_peak_5580	0	1
SRR2062968_terra_peak_5574	0	1
SRR2062968_terra_peak_5569	0	1
SRR2062968_terra_peak_5549	0	1
SRR2062968_terra_peak_5546	0	1
SRR2062968_terra_peak_554	0	1
SRR2062968_terra_peak_553	0	1
SRR2062968_terra_peak_55	0	1
SRR2062968_terra_peak_5495	0	1
SRR2062968_terra_peak_5494	0	1
SRR2062968_terra_peak_5493	0	1
SRR2062968_terra_peak_5479	0	1
SRR2062968_terra_peak_5472	0	1
SRR2062968_terra_peak_5444	0	1
SRR2062968_terra_peak_5438	0	1
SRR2062968_terra_peak_5435	0	1
SRR2062968_terra_peak_5412	0	1
SRR2062968_terra_peak_5406	0	1
SRR2062968_terra_peak_5405	0	1
SRR2062968_terra_peak_5400	0	1
SRR2062968_terra_peak_5377	0	1
SRR2062968_terra_peak_5376	0	1
SRR2062968_terra_peak_5368	0	1
SRR2062968_terra_peak_5360	0	1
SRR2062968_terra_peak_535	0	1
SRR2062968_terra_peak_5346	0	1
SRR2062968_terra_peak_5337	0	1
SRR2062968_terra_peak_5273	0	1
SRR2062968_terra_peak_5257	0	1
SRR2062968_terra_peak_5241	0	1
SRR2062968_terra_peak_5237	0	1
SRR2062968_terra_peak_5220	0	1
SRR2062968_terra_peak_5209	0	1
SRR2062968_terra_peak_5208	0	1
SRR2062968_terra_peak_5198	0	1
SRR2062968_terra_peak_5177	0	1
SRR2062968_terra_peak_5173	0	1
SRR2062968_terra_peak_5157	0	1
SRR2062968_terra_peak_5131	0	1
SRR2062968_terra_peak_5088	0	1
SRR2062968_terra_peak_5070	0	1
SRR2062968_terra_peak_5036	0	1
SRR2062968_terra_peak_5011	0	1
SRR2062968_terra_peak_4995	0	1
SRR2062968_terra_peak_4988	0	1
SRR2062968_terra_peak_4903	0	1
SRR2062968_terra_peak_4890	0	1
SRR2062968_terra_peak_489	0	1
SRR2062968_terra_peak_4888	0	1
SRR2062968_terra_peak_488	0	1
SRR2062968_terra_peak_4876	0	1
SRR2062968_terra_peak_4867	0	1
SRR2062968_terra_peak_485	0	1
SRR2062968_terra_peak_4848	0	1
SRR2062968_terra_peak_4845	0	1
SRR2062968_terra_peak_4842	0	1
SRR2062968_terra_peak_4825	0	1
SRR2062968_terra_peak_4820	0	1
SRR2062968_terra_peak_4793	0	1
SRR2062968_terra_peak_4791	0	1
SRR2062968_terra_peak_4773	0	1
SRR2062968_terra_peak_4770	0	1
SRR2062968_terra_peak_4746	0	1
SRR2062968_terra_peak_4719	0	1
SRR2062968_terra_peak_4708	0	1
SRR2062968_terra_peak_4706	0	1
SRR2062968_terra_peak_4705	0	1
SRR2062968_terra_peak_4703	0	1
SRR2062968_terra_peak_4701	0	1
SRR2062968_terra_peak_4697	0	1
SRR2062968_terra_peak_4693	0	1
SRR2062968_terra_peak_4689	0	1
SRR2062968_terra_peak_4680	0	1
SRR2062968_terra_peak_4677	0	1
SRR2062968_terra_peak_467	0	1
SRR2062968_terra_peak_4664	0	1
SRR2062968_terra_peak_4652	0	1
SRR2062968_terra_peak_4641	0	1
SRR2062968_terra_peak_4614	0	1
SRR2062968_terra_peak_4585	0	1
SRR2062968_terra_peak_4584	0	1
SRR2062968_terra_peak_458	0	1
SRR2062968_terra_peak_4556	0	1
SRR2062968_terra_peak_4554	0	1
SRR2062968_terra_peak_4549	0	1
SRR2062968_terra_peak_4539	0	1
SRR2062968_terra_peak_4530	0	1
SRR2062968_terra_peak_4527	0	1
SRR2062968_terra_peak_4526	0	1
SRR2062968_terra_peak_4525	0	1
SRR2062968_terra_peak_4508	0	1
SRR2062968_terra_peak_4491	0	1
SRR2062968_terra_peak_4490	0	1
SRR2062968_terra_peak_4481	0	1
SRR2062968_terra_peak_4479	0	1
SRR2062968_terra_peak_4472	0	1
SRR2062968_terra_peak_4470	0	1
SRR2062968_terra_peak_446	0	1
SRR2062968_terra_peak_4450	0	1
SRR2062968_terra_peak_4447	0	1
SRR2062968_terra_peak_4436	0	1
SRR2062968_terra_peak_4432	0	1
SRR2062968_terra_peak_4374	0	1
SRR2062968_terra_peak_4367	0	1
SRR2062968_terra_peak_4365	0	1
SRR2062968_terra_peak_4353	0	1
SRR2062968_terra_peak_4334	0	1
SRR2062968_terra_peak_4328	0	1
SRR2062968_terra_peak_4307	0	1
SRR2062968_terra_peak_4285	0	1
SRR2062968_terra_peak_426	0	1
SRR2062968_terra_peak_425	0	1
SRR2062968_terra_peak_4240	0	1
SRR2062968_terra_peak_4238	0	1
SRR2062968_terra_peak_4231	0	1
SRR2062968_terra_peak_423	0	1
SRR2062968_terra_peak_422	0	1
SRR2062968_terra_peak_4207	0	1
SRR2062968_terra_peak_4204	0	1
SRR2062968_terra_peak_4168	0	1
SRR2062968_terra_peak_4166	0	1
SRR2062968_terra_peak_4144	0	1
SRR2062968_terra_peak_4141	0	1
SRR2062968_terra_peak_4139	0	1
SRR2062968_terra_peak_4129	0	1
SRR2062968_terra_peak_4121	0	1
SRR2062968_terra_peak_4108	0	1
SRR2062968_terra_peak_4090	0	1
SRR2062968_terra_peak_4074	0	1
SRR2062968_terra_peak_4049	0	1
SRR2062968_terra_peak_4001	0	1
SRR2062968_terra_peak_3997	0	1
SRR2062968_terra_peak_3977	0	1
SRR2062968_terra_peak_3963	0	1
SRR2062968_terra_peak_3944	0	1
SRR2062968_terra_peak_3942	0	1
SRR2062968_terra_peak_3928	0	1
SRR2062968_terra_peak_3919	0	1
SRR2062968_terra_peak_3914	0	1
SRR2062968_terra_peak_3897	0	1
SRR2062968_terra_peak_3885	0	1
SRR2062968_terra_peak_3871	0	1
SRR2062968_terra_peak_3863	0	1
SRR2062968_terra_peak_3853	0	1
SRR2062968_terra_peak_3852	0	1
SRR2062968_terra_peak_3846	0	1
SRR2062968_terra_peak_3805	0	1
SRR2062968_terra_peak_3786	0	1
SRR2062968_terra_peak_3741	0	1
SRR2062968_terra_peak_3705	0	1
SRR2062968_terra_peak_3703	0	1
SRR2062968_terra_peak_3680	0	1
SRR2062968_terra_peak_3677	0	1
SRR2062968_terra_peak_3661	0	1
SRR2062968_terra_peak_3660	0	1
SRR2062968_terra_peak_3641	0	1
SRR2062968_terra_peak_3638	0	1
SRR2062968_terra_peak_3625	0	1
SRR2062968_terra_peak_3618	0	1
SRR2062968_terra_peak_357	0	1
SRR2062968_terra_peak_354	0	1
SRR2062968_terra_peak_3508	0	1
SRR2062968_terra_peak_3496	0	1
SRR2062968_terra_peak_3479	0	1
SRR2062968_terra_peak_3474	0	1
SRR2062968_terra_peak_3461	0	1
SRR2062968_terra_peak_3459	0	1
SRR2062968_terra_peak_3455	0	1
SRR2062968_terra_peak_3443	0	1
SRR2062968_terra_peak_3368	0	1
SRR2062968_terra_peak_3314	0	1
SRR2062968_terra_peak_329	0	1
SRR2062968_terra_peak_3284	0	1
SRR2062968_terra_peak_3267	0	1
SRR2062968_terra_peak_321	0	1
SRR2062968_terra_peak_3206	0	1
SRR2062968_terra_peak_3205	0	1
SRR2062968_terra_peak_3191	0	1
SRR2062968_terra_peak_3190	0	1
SRR2062968_terra_peak_3160	0	1
SRR2062968_terra_peak_3148	0	1
SRR2062968_terra_peak_3138	0	1
SRR2062968_terra_peak_3129	0	1
SRR2062968_terra_peak_3128	0	1
SRR2062968_terra_peak_3111	0	1
SRR2062968_terra_peak_3110	0	1
SRR2062968_terra_peak_3074	0	1
SRR2062968_terra_peak_3070	0	1
SRR2062968_terra_peak_3040	0	1
SRR2062968_terra_peak_3037	0	1
SRR2062968_terra_peak_30267	0	1
SRR2062968_terra_peak_30264	0	1
SRR2062968_terra_peak_30263	0	1
SRR2062968_terra_peak_30228	0	1
SRR2062968_terra_peak_30226	0	1
SRR2062968_terra_peak_30222	0	1
SRR2062968_terra_peak_30213	0	1
SRR2062968_terra_peak_30207	0	1
SRR2062968_terra_peak_30206	0	1
SRR2062968_terra_peak_30205	0	1
SRR2062968_terra_peak_30193	0	1
SRR2062968_terra_peak_30186	0	1
SRR2062968_terra_peak_3018	0	1
SRR2062968_terra_peak_30178	0	1
SRR2062968_terra_peak_30177	0	1
SRR2062968_terra_peak_30174	0	1
SRR2062968_terra_peak_30166	0	1
SRR2062968_terra_peak_30164	0	1
SRR2062968_terra_peak_30160	0	1
SRR2062968_terra_peak_30153	0	1
SRR2062968_terra_peak_30149	0	1
SRR2062968_terra_peak_30128	0	1
SRR2062968_terra_peak_30111	0	1
SRR2062968_terra_peak_30102	0	1
SRR2062968_terra_peak_30097	0	1
SRR2062968_terra_peak_30088	0	1
SRR2062968_terra_peak_30087	0	1
SRR2062968_terra_peak_30084	0	1
SRR2062968_terra_peak_30076	0	1
SRR2062968_terra_peak_3007	0	1
SRR2062968_terra_peak_30032	0	1
SRR2062968_terra_peak_30028	0	1
SRR2062968_terra_peak_30026	0	1
SRR2062968_terra_peak_30023	0	1
SRR2062968_terra_peak_30015	0	1
SRR2062968_terra_peak_30014	0	1
SRR2062968_terra_peak_30008	0	1
SRR2062968_terra_peak_29997	0	1
SRR2062968_terra_peak_29995	0	1
SRR2062968_terra_peak_29994	0	1
SRR2062968_terra_peak_29991	0	1
SRR2062968_terra_peak_29980	0	1
SRR2062968_terra_peak_29978	0	1
SRR2062968_terra_peak_29977	0	1
SRR2062968_terra_peak_29974	0	1
SRR2062968_terra_peak_29968	0	1
SRR2062968_terra_peak_29965	0	1
SRR2062968_terra_peak_29963	0	1
SRR2062968_terra_peak_29948	0	1
SRR2062968_terra_peak_29945	0	1
SRR2062968_terra_peak_29944	0	1
SRR2062968_terra_peak_29941	0	1
SRR2062968_terra_peak_2994	0	1
SRR2062968_terra_peak_29920	0	1
SRR2062968_terra_peak_29915	0	1
SRR2062968_terra_peak_29914	0	1
SRR2062968_terra_peak_29912	0	1
SRR2062968_terra_peak_29907	0	1
SRR2062968_terra_peak_29899	0	1
SRR2062968_terra_peak_29882	0	1
SRR2062968_terra_peak_29879	0	1
SRR2062968_terra_peak_29875	0	1
SRR2062968_terra_peak_29863	0	1
SRR2062968_terra_peak_29816	0	1
SRR2062968_terra_peak_2981	0	1
SRR2062968_terra_peak_29808	0	1
SRR2062968_terra_peak_29798	0	1
SRR2062968_terra_peak_29779	0	1
SRR2062968_terra_peak_29764	0	1
SRR2062968_terra_peak_29679	0	1
SRR2062968_terra_peak_29662	0	1
SRR2062968_terra_peak_29650	0	1
SRR2062968_terra_peak_29641	0	1
SRR2062968_terra_peak_29639	0	1
SRR2062968_terra_peak_29633	0	1
SRR2062968_terra_peak_2960	0	1
SRR2062968_terra_peak_29597	0	1
SRR2062968_terra_peak_29585	0	1
SRR2062968_terra_peak_29575	0	1
SRR2062968_terra_peak_29562	0	1
SRR2062968_terra_peak_2955	0	1
SRR2062968_terra_peak_29478	0	1
SRR2062968_terra_peak_29459	0	1
SRR2062968_terra_peak_29458	0	1
SRR2062968_terra_peak_29456	0	1
SRR2062968_terra_peak_29421	0	1
SRR2062968_terra_peak_29420	0	1
SRR2062968_terra_peak_29380	0	1
SRR2062968_terra_peak_29371	0	1
SRR2062968_terra_peak_2937	0	1
SRR2062968_terra_peak_29355	0	1
SRR2062968_terra_peak_29348	0	1
SRR2062968_terra_peak_29338	0	1
SRR2062968_terra_peak_29337	0	1
SRR2062968_terra_peak_29333	0	1
SRR2062968_terra_peak_29314	0	1
SRR2062968_terra_peak_29291	0	1
SRR2062968_terra_peak_2929	0	1
SRR2062968_terra_peak_29279	0	1
SRR2062968_terra_peak_29273	0	1
SRR2062968_terra_peak_29270	0	1
SRR2062968_terra_peak_2927	0	1
SRR2062968_terra_peak_29252	0	1
SRR2062968_terra_peak_29240	0	1
SRR2062968_terra_peak_29206	0	1
SRR2062968_terra_peak_29200	0	1
SRR2062968_terra_peak_29196	0	1
SRR2062968_terra_peak_29177	0	1
SRR2062968_terra_peak_2917	0	1
SRR2062968_terra_peak_29163	0	1
SRR2062968_terra_peak_29150	0	1
SRR2062968_terra_peak_29130	0	1
SRR2062968_terra_peak_2912	0	1
SRR2062968_terra_peak_29096	0	1
SRR2062968_terra_peak_29050	0	1
SRR2062968_terra_peak_2904	0	1
SRR2062968_terra_peak_29027	0	1
SRR2062968_terra_peak_29016	0	1
SRR2062968_terra_peak_29010	0	1
SRR2062968_terra_peak_29006	0	1
SRR2062968_terra_peak_29000	0	1
SRR2062968_terra_peak_28990	0	1
SRR2062968_terra_peak_28981	0	1
SRR2062968_terra_peak_28976	0	1
SRR2062968_terra_peak_28943	0	1
SRR2062968_terra_peak_2894	0	1
SRR2062968_terra_peak_28926	0	1
SRR2062968_terra_peak_28906	0	1
SRR2062968_terra_peak_28903	0	1
SRR2062968_terra_peak_28899	0	1
SRR2062968_terra_peak_28892	0	1
SRR2062968_terra_peak_28890	0	1
SRR2062968_terra_peak_28889	0	1
SRR2062968_terra_peak_28882	0	1
SRR2062968_terra_peak_28867	0	1
SRR2062968_terra_peak_28806	0	1
SRR2062968_terra_peak_28798	0	1
SRR2062968_terra_peak_2878	0	1
SRR2062968_terra_peak_28760	0	1
SRR2062968_terra_peak_28747	0	1
SRR2062968_terra_peak_28735	0	1
SRR2062968_terra_peak_28696	0	1
SRR2062968_terra_peak_28676	0	1
SRR2062968_terra_peak_28662	0	1
SRR2062968_terra_peak_2866	0	1
SRR2062968_terra_peak_2865	0	1
SRR2062968_terra_peak_28622	0	1
SRR2062968_terra_peak_28613	0	1
SRR2062968_terra_peak_28612	0	1
SRR2062968_terra_peak_28605	0	1
SRR2062968_terra_peak_2857	0	1
SRR2062968_terra_peak_28513	0	1
SRR2062968_terra_peak_28505	0	1
SRR2062968_terra_peak_28492	0	1
SRR2062968_terra_peak_28475	0	1
SRR2062968_terra_peak_2845	0	1
SRR2062968_terra_peak_28439	0	1
SRR2062968_terra_peak_28422	0	1
SRR2062968_terra_peak_28421	0	1
SRR2062968_terra_peak_28417	0	1
SRR2062968_terra_peak_28382	0	1
SRR2062968_terra_peak_28381	0	1
SRR2062968_terra_peak_2838	0	1
SRR2062968_terra_peak_28367	0	1
SRR2062968_terra_peak_2833	0	1
SRR2062968_terra_peak_28329	0	1
SRR2062968_terra_peak_28326	0	1
SRR2062968_terra_peak_28323	0	1
SRR2062968_terra_peak_28301	0	1
SRR2062968_terra_peak_28299	0	1
SRR2062968_terra_peak_28298	0	1
SRR2062968_terra_peak_28287	0	1
SRR2062968_terra_peak_28283	0	1
SRR2062968_terra_peak_28280	0	1
SRR2062968_terra_peak_28262	0	1
SRR2062968_terra_peak_28261	0	1
SRR2062968_terra_peak_28260	0	1
SRR2062968_terra_peak_28245	0	1
SRR2062968_terra_peak_28241	0	1
SRR2062968_terra_peak_28238	0	1
SRR2062968_terra_peak_28237	0	1
SRR2062968_terra_peak_28217	0	1
SRR2062968_terra_peak_28212	0	1
SRR2062968_terra_peak_28206	0	1
SRR2062968_terra_peak_28196	0	1
SRR2062968_terra_peak_28195	0	1
SRR2062968_terra_peak_28192	0	1
SRR2062968_terra_peak_28184	0	1
SRR2062968_terra_peak_28181	0	1
SRR2062968_terra_peak_28178	0	1
SRR2062968_terra_peak_28177	0	1
SRR2062968_terra_peak_28170	0	1
SRR2062968_terra_peak_28165	0	1
SRR2062968_terra_peak_2816	0	1
SRR2062968_terra_peak_28154	0	1
SRR2062968_terra_peak_28153	0	1
SRR2062968_terra_peak_28133	0	1
SRR2062968_terra_peak_28126	0	1
SRR2062968_terra_peak_28125	0	1
SRR2062968_terra_peak_28122	0	1
SRR2062968_terra_peak_28100	0	1
SRR2062968_terra_peak_28099	0	1
SRR2062968_terra_peak_28091	0	1
SRR2062968_terra_peak_2809	0	1
SRR2062968_terra_peak_28089	0	1
SRR2062968_terra_peak_28086	0	1
SRR2062968_terra_peak_28081	0	1
SRR2062968_terra_peak_28077	0	1
SRR2062968_terra_peak_28064	0	1
SRR2062968_terra_peak_28053	0	1
SRR2062968_terra_peak_28046	0	1
SRR2062968_terra_peak_28031	0	1
SRR2062968_terra_peak_28030	0	1
SRR2062968_terra_peak_2803	0	1
SRR2062968_terra_peak_28010	0	1
